id_equipo,nombre,porcentaje ganados en general,porcentaje empatados en general,porcentaje perdidos en general,proporcion puntos en general,"porcentaje mas 1,5 en general","porcentaje mas 2,5 en general","porcentaje mas 3,5 en general","porcentaje mas 4,5 en general",proporcion goles totales en general,proporcion goles marcados en general,proporcion goles encajados en general,"porcentaje mas 0,5 marcados en general","porcentaje mas 1,5 marcados en general","porcentaje mas 2,5 marcados en general","porcentaje mas 0,5 encajados en general","porcentaje mas 1,5 encajados en general","porcentaje mas 2,5 encajados en general",proporcion amarillas en general,proporcion rojas en general,proporcion cambios en general,proporcion posesion en general,proporcion total tiros en general,proporcion corners a favor en general,proporcion corners en contra en general,proporcion cambios lesionados en general,proporcion cambios amarillas en general,proporcion cambios goleadores en general,proporcion cambios asistentes en general,media cambios minutos en general,proporcion cambios delanteros a centrocampistas en general,proporcion cambios delanteros a defensas en general,proporcion cambios centrocampistas a delanteros en general,proporcion cambios centrocampistas a defensas en general,proporcion cambios defensas a delanteros en general,proporcion cambios defensas a centrocampistas en general,proporcion cambios antes descanso en general,proporcion cambios 45 a 60 en general,proporcion cambios 61 a 75 en general,proporcion cambios 76 a final en general,proporcion cambios alineacion defensa en general,proporcion cambios alineacion centrocampista en general,proporcion cambios alineacion delantero en general
10,Athletic-Bilbao,35.14,32.43,32.43,1.38,67.57,29.73,10.81,5.41,2.03,1.11,0.92,67.57,32.43,8.11,67.57,21.62,2.7,2.35,0.05,3.38,48.43,10.43,4.7,4.51,0.11,0.46,0.41,0.22,70.93,0.3,0.32,0.32,0.27,0.11,0.05,0.11,0.46,1.35,1.46,1.35,1.16,0.76
11,Levante,35.14,21.62,43.24,1.27,78.38,54.05,27.03,10.81,2.7,1.27,1.43,70.27,40.54,13.51,86.49,37.84,13.51,2.05,0.14,3.51,48.03,10.49,4.65,5.76,0.16,0.62,0.54,0.24,71.02,0.32,0.19,0.57,0.24,0.03,0.11,0.11,0.32,1.59,1.46,1.7,1.19,0.86
12,Valladolid,21.62,40.54,37.84,1.05,64.86,29.73,10.81,5.41,1.97,0.81,1.16,59.46,18.92,2.7,70.27,27.03,10.81,2.22,0.0,3.3,44.76,9.08,4.19,5.05,0.16,0.49,0.14,0.16,68.58,0.41,0.22,0.32,0.08,0.3,0.03,0.11,0.68,1.43,1.08,1.49,0.73,1.41
13,Eibar,29.73,24.32,45.95,1.14,75.68,51.35,21.62,10.81,2.46,1.05,1.41,62.16,32.43,10.81,70.27,43.24,16.22,2.46,0.08,3.32,46.59,10.65,5.0,4.92,0.14,0.65,0.46,0.27,72.13,0.76,0.03,0.19,0.11,0.08,0.19,0.11,0.43,1.19,1.59,1.38,1.08,1.46
14,Betis,27.03,29.73,43.24,1.11,78.38,59.46,27.03,16.22,2.86,1.3,1.57,75.68,40.54,13.51,83.78,43.24,16.22,2.92,0.24,3.49,56.76,12.16,4.86,5.27,0.16,0.73,0.24,0.14,71.21,0.14,0.03,0.65,0.11,0.35,0.22,0.08,0.57,1.41,1.43,1.65,1.14,0.78
15,Alaves,27.03,27.03,45.95,1.08,78.38,35.14,10.81,10.81,2.35,0.95,1.41,67.57,24.32,2.7,75.68,35.14,13.51,2.89,0.16,3.62,41.65,8.0,3.62,4.68,0.11,0.68,0.22,0.14,69.44,0.38,0.19,0.41,0.14,0.49,0.16,0.16,0.89,1.03,1.54,1.73,0.97,1.05
16,Celta,18.92,40.54,40.54,0.97,62.16,37.84,29.73,13.51,2.32,1.0,1.32,64.86,21.62,5.41,70.27,37.84,16.22,2.78,0.16,3.41,51.78,9.38,4.49,5.49,0.19,0.7,0.32,0.11,70.02,0.35,0.05,0.62,0.22,0.27,0.08,0.11,0.68,1.22,1.41,1.16,1.38,0.68
17,Leganes,21.62,29.73,48.65,0.95,67.57,37.84,8.11,5.41,2.08,0.76,1.32,56.76,16.22,2.7,75.68,40.54,10.81,3.38,0.11,3.38,43.76,10.7,4.03,4.03,0.3,0.57,0.08,0.14,64.2,0.24,0.05,0.95,0.05,0.51,0.14,0.24,0.86,0.97,1.22,1.76,1.68,0.86
18,Mallorca,24.32,13.51,62.16,0.86,72.97,48.65,27.03,13.51,2.73,1.03,1.7,51.35,32.43,10.81,86.49,51.35,21.62,2.49,0.14,3.43,44.35,10.35,4.43,4.46,0.19,0.68,0.32,0.16,68.63,0.11,0.05,1.03,0.11,0.11,0.03,0.14,0.62,1.49,1.19,1.14,0.7,0.62
19,Espanyol,13.51,24.32,62.16,0.65,70.27,40.54,18.92,2.7,2.3,0.73,1.57,54.05,18.92,0.0,86.49,51.35,16.22,2.84,0.24,3.38,46.97,10.27,4.03,4.35,0.11,0.68,0.19,0.19,71.6,0.41,0.22,0.43,0.22,0.24,0.22,0.03,0.43,1.62,1.3,1.62,0.89,0.97
